,BID NO,Items,Quantity,Start Date,End Date,Department Name And Address,new_itm
10,GEM/2025/B/6318024,SUPPLY INSTALLATION TESTING AN...,1,2025-06-06 17:58,2025-06-30 15:00,Department of Space Department of Space,SUPPLY INSTALLATION TESTING AND COMMISSIONING OF PROFESSIONAL GRADE AUDIO SYSTEM FOR AN AUDITORIUM
11,GEM/2025/B/6293458,"Chairman Unit,Delegate Unit,Au...",21,2025-05-30 16:49,2025-06-30 15:00,Ministry of External Affairs NA,"Chairman Unit,Delegate Unit,Audio Controller,Wall Mount Speaker,Amplifier,Rack,Cable"
12,GEM/2025/B/6329183,Audio Amplifier (V3),1,2025-06-10 17:38,2025-06-30 18:00,"Gwalior Municipal Corporation, Gwalior, Madhya Pradesh.",Audio Amplifier (V3)
13,GEM/2025/B/6276846,DIGITAL WALL WITH SOUND SYSTEM...,20,2025-06-09 18:41,2025-06-30 19:00,Ministry of Defence Department of Military Affairs,"DIGITAL WALL WITH SOUND SYSTEM INCL INSTALLATION,10 KVA UPS WITH 16X 42AH BATTERIES,Audio Video dev"
14,GEM/2025/B/6325820,"CABLE ASSY AUDIO,IC DATA SELEC...",60,2025-06-09 18:36,2025-07-01 09:00,Ministry of Defence Department of Military Affairs,"CABLE ASSY AUDIO,IC DATA SELECTOR CD 40257 BF"
15,GEM/2025/B/6323128,AUDIO VISUAL SERVICES FOR CONV...,1,2025-06-09 15:33,2025-07-01 10:00,Ministry of Environment Forest and Climate Change NA,AUDIO VISUAL SERVICES FOR CONVOCATION (FOR ONE DAY)
16,GEM/2025/B/6328610,"Dolby CP 950,Dolby Theatrical ...",81,2025-06-10 14:38,2025-07-01 15:00,Ministry of Information and Broadcasting Ministry of Information and Broadcasting,"Dolby CP 950,Dolby Theatrical RMU,Storage System 2 bay Hardware RAID 16TB,Pulz energy EW2 subWoofer"
17,GEM/2025/B/6327648,4 CH DVB S2 AUDIO SATELLITE RE...,1,2025-06-10 15:25,2025-07-01 16:00,Ministry of Information and Broadcasting Ministry of Information and Broadcasting,4 CH DVB S2 AUDIO SATELLITE RECEIVER
18,GEM/2025/B/6363341,"Video Conferencing End Point,A...",5,2025-06-21 15:52,2025-07-01 16:00,Industries and Mines Department Gujarat,"Video Conferencing End Point,Audio Video Cable,Audio Video Cable,Audio Digital Signal Processor"
19,GEM/2025/B/6278411,"Projector,Screen,Audio,UPS,Cha...",5,2025-06-10 18:53,2025-07-01 19:00,Ministry of Defence Department of Military Affairs,"Projector,Screen,Audio,UPS,Charges"
20,GEM/2025/B/6310255,86 INCH INTERACTIVE DISPLAY WI...,31,2025-06-10 15:33,2025-07-02 09:00,Ministry of Defence Department of Defence Research & Development,"86 INCH INTERACTIVE DISPLAY WITH OPS AND STAND,WIRELESS PRESENTATION AND CONFERENCING SYSTEM,MATRIX"
21,GEM/2025/B/6306269,Speaker for IT Conference Hall...,90,2025-06-05 13:50,2025-07-02 14:00,Ministry of Civil Aviation Airports Authority of India (AAI),"Speaker for IT Conference Hall,Amplifier for IT Conference Hall,DSP with Control system for IT Conf"
22,GEM/2025/B/6310225,"DPM 1 Module,DPM II Module,DPM...",25,2025-06-11 16:23,2025-07-03 09:00,Ministry of Defence Department of Defence Research & Development,"DPM 1 Module,DPM II Module,DPM III Module,Digital Audio Module,Test Jig board,Accessories for ATE,N"
23,GEM/2025/B/6309862,Turnkey Audio-Visual (AV) Solu...,1,2025-06-11 12:04,2025-07-03 14:00,Department of Space Department of Space,Turnkey Audio-Visual (AV) Solution
24,GEM/2025/B/6370109,Manpower Outsourcing Services ...,16,2025-06-23 13:58,2025-07-03 14:00,Department of Culture Uttar Pradesh,"Manpower Outsourcing Services - Fixed Remuneration - Admin; Admin Officer; Graduate,Manpower Outsou"
25,GEM/2025/B/6341950,ANNUAL MAINTENANCE SERVICE - A...,25,2025-06-13 15:28,2025-07-03 16:00,Ministry of Education Department of School Education and Literacy,ANNUAL MAINTENANCE SERVICE - AUDIO  CONFERENCING SYSTEM - Audio Distribution Amplifier; Yamaha; OEM
26,GEM/2025/B/6293397,"PRINTER,DESKTOP,PC,Plotter,Aud...",21,2025-06-12 16:00,2025-07-03 17:00,Ministry of Power SJVN Limited,"PRINTER,DESKTOP,PC,Plotter,Audio equipment"
27,GEM/2025/B/6337796,"Title1,Title2,Title3,Title4,Ti...",27,2025-06-12 16:26,2025-07-03 17:00,Ministry of Micro Small and Medium Enterprises Ministry of Micro Small and Medium Enterprises,"Title1,Title2,Title3,Title4,Title5,Title6,Title7,Title8,Title9"
28,GEM/2025/B/6265592,Cochlear Implant Audio Process...,3,2025-06-13 09:56,2025-07-04 10:00,Ministry of Defence Department of Military Affairs,Cochlear Implant Audio Processor (Speech Processor) spare and accessories consumables (Upgrade Kit)
29,GEM/2025/B/6356976,"PROJECTOR,MOTORIZED PROJECTION...",654,2025-06-18 12:25,2025-07-04 13:00,Ministry of Heavy Industries and Public Enterprises Department of Heavy Industry,"PROJECTOR,MOTORIZED PROJECTION SCREEN,Digital Podium,CAMERA FOR AUDIENCE,CAMERA FOR PRESENTER,CAMER"
30,GEM/2025/B/6306025,"1. Video Wall Cubes,2. Base St...",24,2025-06-03 18:06,2025-07-04 15:00,Ministry of Petroleum and Natural Gas GAIL India Limited,"1. Video Wall Cubes,2. Base Stand Frame,3. Video Wall Controller,4. Display wall Management softwar"
31,GEM/2025/B/6335948,"Z1/MISC-TADIRAN-4012-801-3010,...",755,2025-06-13 16:11,2025-07-04 17:00,Ministry of Defence Department of Military Affairs,"Z1/MISC-TADIRAN-4012-801-3010, Capacitor Fixed Tank 22 UF 100V,Z1/MISC-Tadiran-40212026164, AMP Aud"
32,GEM/2025/B/6342394,"Laptop,laptops,LCD Projectors ...",50,2025-06-13 16:32,2025-07-04 17:00,Ministry of Tourism Department of Tourism,"Laptop,laptops,LCD Projectors and Screens for Classrooms,LCD Projectors,Split Air conditioner,Profe"
33,GEM/2025/B/6379424,Audio Digital Signal Processor,1,2025-06-24 18:07,2025-07-04 19:00,Town and Country Planning and Urban Estates Department Haryana,Audio Digital Signal Processor
34,GEM/2025/B/6341962,"4MP with Audio Plus CNV Dome,4...",82,2025-06-13 16:50,2025-07-05 11:00,Ministry of Defence Department of Military Affairs,"4MP with Audio Plus CNV Dome,4MP with Audio Plus CNV Bullet,6MP IP Bullet Camera CNV,CAT6 305Mtr Bo"
35,GEM/2025/B/6344251,"CAT 6 UTP Cable 305mtr,Audio E...",36,2025-06-14 10:02,2025-07-05 11:00,Ministry of Defence Department of Military Affairs,"CAT 6 UTP Cable 305mtr,Audio Extractor,Aux Cable 15 mtr,USB to Type B Cable 15 mtr,USB Extender 10m"
36,GEM/2025/B/6345288,"Patch Cord,Maintenance Box L81...",26,2025-06-14 13:18,2025-07-05 14:00,Ministry of Defence Department of Military Affairs,"Patch Cord,Maintenance Box L8180,Media Converter 25 km,SFP Module 25 km,L2 Manageable Switch 8 Port"
37,GEM/2025/B/6285245,Table Top Glass 10mm thick siz...,54,2025-06-14 14:48,2025-07-05 15:00,Ministry of Defence Department of Military Affairs,"Table Top Glass 10mm thick size 79 inch x 37 inch,Microwave 28 Ltr Convection and grill,Speaker Tro"
38,GEM/2025/B/6376161,S and I of Earthing Relay capc...,703,2025-06-23 22:24,2025-07-05 15:00,Ministry of Petroleum and Natural Gas NA,"S and I of Earthing Relay capcitance type,S and I FLP On Off Switch,S and I FLP 4-Way JB,FLP Cable "
39,GEM/2025/B/6344951,"Track circuit relay,DSCA CARD,...",46,2025-06-16 11:08,2025-07-07 15:00,Ministry of Petroleum and Natural Gas Bharat Petroleum Corporation Ltd,"Track circuit relay,DSCA CARD,AVR -AC VOLTAGE REGULATOR,Audio Visual Signaling devices and Hooter,S"
40,GEM/2025/B/6344015,Boundary Layer Chairman Unit M...,19,2025-06-16 16:21,2025-07-07 17:00,Ministry of Defence Department of Military Affairs,"Boundary Layer Chairman Unit Microphone,Boundary Layer Delegate Unit Microphone,Audio Controller,Ec"
41,GEM/2025/B/6338259,Digital display model for star...,3,2025-06-16 20:24,2025-07-07 21:00,Ministry of Defence Department of Military Affairs,"Digital display model for star constellation,COVER RESIN POLYESTER TOPOGRAPHICAL MODEL WITH FIBRE G"
42,GEM/2025/B/6248082,Stage setup lighting and enhan...,16,2025-06-15 20:05,2025-07-07 21:00,Ministry of Defence Department of Military Affairs,"Stage setup lighting and enhanced sound system,Decoration, banners and thematic element,DJ and audi"
43,GEM/2025/B/6341724,98 inch display interactive pa...,26,2025-06-16 18:58,2025-07-08 10:00,Ministry of Defence Department of Defence Research & Development,"98 inch display interactive panel with CPU,Professional large format display size 139 cm,Wooden pod"
44,GEM/2025/B/6330255,"Server,VPN with Rorter,Utp cab...",27,2025-06-17 13:48,2025-07-08 14:00,Ministry of Defence Department of Military Affairs,"Server,VPN with Rorter,Utp cable drum,Audio system wireless microphone,Interactive Screen,High end "
45,GEM/2025/B/6353691,"Audio Cable,Audio Connector,Au...",34,2025-06-17 16:52,2025-07-08 17:00,Ministry of Education Department of Higher Education,"Audio Cable,Audio Connector,Audio Connector Mono,Ugreen USB Audio Adapter External Stereo Sound Car"
46,GEM/2025/B/6348237,Flush Mount Boundary Microphon...,620,2025-06-23 17:51,2025-07-08 18:00,Co-operation Marketing and Textiles Department Maharashtra,"Flush Mount Boundary Microphone,Handheld Microphone,Digital Smart Mixer,Digital Processor Mixer,Cei"
47,GEM/2025/B/6351061,"Mic Wired,Amplifier,Mixer 4 ch...",5,2025-06-17 18:55,2025-07-08 19:00,Ministry of Defence Department of Military Affairs,"Mic Wired,Amplifier,Mixer 4 chanel,Audio Jack cable,Amplifier Jack Cable"
48,GEM/2025/B/6357764,"JK2A, NATO Audio Socket FACTUM...",119,2025-06-18 16:52,2025-07-09 17:00,Ministry of Defence Department of Defence Production,"JK2A, NATO Audio Socket FACTUM, FRANCE, SEONICS (JK2A)"
49,GEM/2025/B/6312254,SOUND REPRODUCTION SYSTEM BOX ...,138,2025-06-18 17:15,2025-07-09 18:00,Ministry of Defence Department of Military Affairs,"SOUND REPRODUCTION SYSTEM BOX TYPE,15 M PEDESTAL FOR SPEAKER,DUAL WIRELESS AUDIO SYSTEM,PODIUM WITH"
