,BID NO,Items,Quantity,Start Date,End Date,Department Name And Address,new_itm
17,GEM/2025/B/6289085,"Quilts (V2),quilt cover,Cotton...",4205,2025-06-09 13:58,2025-06-30 11:00,Basic Education Department Uttar Pradesh,"Quilts (V2),quilt cover,Cotton Pillow,Pillow Covers Khadi,Sheeting, Tickings and Bedsheets (V2) as "
18,GEM/2025/B/6189339,Bed Mattress (V2) Conforming t...,6936,2025-06-08 10:37,2025-06-30 11:00,Ministry of Home Affairs Central Armed Police Forces,Bed Mattress (V2) Conforming to IS 13489
19,GEM/2025/B/6252862,Bed Mattress (V2) Conforming t...,6713,2025-05-31 13:15,2025-06-30 11:00,Ministry of Home Affairs Central Armed Police Forces,Bed Mattress (V2) Conforming to IS 13489
20,GEM/2025/B/6289085,"Quilts (V2),quilt cover,Cotton...",4205,2025-06-09 13:58,2025-06-30 11:00,Basic Education Department Uttar Pradesh,"Quilts (V2),quilt cover,Cotton Pillow,Pillow Covers Khadi,Sheeting, Tickings and Bedsheets (V2) as "
21,GEM/2025/B/6252862,Bed Mattress (V2) Conforming t...,6713,2025-05-31 13:15,2025-06-30 11:00,Ministry of Home Affairs Central Armed Police Forces,Bed Mattress (V2) Conforming to IS 13489
22,GEM/2025/B/6348598,Modular Table / Meeting Table ...,1172,2025-06-17 17:06,2025-06-30 11:00,Ministry of Housing & Urban Affairs (MoHUA) Urban Transport,"Modular Table / Meeting Table / Centre Table (V2),Modular Table / Meeting Table / Centre Table (V2)"
23,GEM/2025/B/6345067,"Bunk Bed Mattress,Modular Work...",1050,2025-06-14 15:35,2025-06-30 11:00,Industries and Commerce Department Karnataka,"Bunk Bed Mattress,Modular Work Stations (V2),Stainless Steel Worktable With Undershelf"
24,GEM/2025/B/6214110,"Type Angle Iron Picket,Barbed ...",28372,2025-06-08 21:49,2025-06-30 12:00,Ministry of Defence Department of Military Affairs,"Type Angle Iron Picket,Barbed Wire,MS Flat,Chain Link Fence,Nut and Bolt,Washer,Plain Rod Bar for e"
25,GEM/2025/B/6330706,"Almirah - Handcrafted,Bedside ...",141,2025-06-17 17:22,2025-06-30 12:00,Ministry of Defence Department of Military Affairs,"Almirah - Handcrafted,Bedside Tables-handcrafted,Tables - Handcrafted,Tables - Handcrafted"
26,GEM/2025/B/6364999,Bed Mattress (V2) Conforming t...,300,2025-06-20 11:00,2025-06-30 12:00,Tribal Development Department Gujarat,Bed Mattress (V2) Conforming to IS 13489
27,GEM/2025/B/6356123,Custom Bid for Services - 8000...,1,2025-06-20 11:48,2025-06-30 12:00,Ministry of Power NA,Custom Bid for Services - 800062470 - Deployment of JCB with driver and helper for demolishing stru
28,GEM/2025/B/6252451,Biomedical Waste Management Se...,600,2025-05-20 12:54,2025-06-30 12:00,Animal Husbandry Department Uttar Pradesh,"Biomedical Waste Management Service - weight basis - Collection, Lifting, Transportation, Disposal;"
29,GEM/2025/B/6315339,Metronidazole Inj for IV use c...,1539,2025-06-05 19:12,2025-06-30 12:00,Ministry of Defence Department of Military Affairs,"Metronidazole Inj for IV use containing 500mg per bott of 100 ml,Tetanus Toxoid Purified Absorbed r"
30,GEM/2025/B/6290270,Bio Medical Waste Management S...,120,2025-06-28 12:00,2025-06-30 12:00,Medical Health and Family Welfare Department Uttar Pradesh,Bio Medical Waste Management Service - Per bed basis - AS PER SCOPE OF WORK; AS PER SCOPE OF WORK; 
31,GEM/2025/B/5989668,Almirah Medium Steel with Shel...,884,2025-06-29 12:00,2025-06-30 12:00,Ministry of Defence Department of Military Affairs,"Almirah Medium Steel with Shelves FD -1032,Bed Hard Ply Top FD-246,Chair Verandah FD -256,Chair Sch"
32,GEM/2025/B/6184210,Goods Transport Service – Per ...,2,2025-06-16 12:44,2025-06-30 13:00,Ministry of Defence Department of Military Affairs,Goods Transport Service – Per Trip based  Service - Machinery & Equipment; Flatbed Truck; 40 to 8
33,GEM/2025/B/6361440,Bunk Bed Mattress,1666,2025-06-19 12:32,2025-06-30 13:00,Schedule Tribe Welfare Department,Bunk Bed Mattress
34,GEM/2025/B/6358875,Custom Bid for Services - PR 8...,1,2025-06-20 12:02,2025-06-30 13:00,Ministry of Power NA,Custom Bid for Services - PR 800061532 contract for Tent Items for various functions at NTPCTanda
35,GEM/2025/B/6322990,"Power cable 10 Sqmm 2 core,Inv...",10641,2025-06-09 12:09,2025-06-30 13:00,Ministry of Defence Department of Military Affairs,"Power cable 10 Sqmm 2 core,Invertor bty 12 V 150 AH,LED bulb 9 W,Bed lamp,Mirror light,Water motor "
36,GEM/2025/B/6322202,"JCB AT179323 OIL FILTER,JCB 48...",5,2025-06-08 12:28,2025-06-30 13:00,Ministry of Defence Department of Military Affairs,"JCB AT179323 OIL FILTER,JCB 48 117 01 01 00 FUEL FILTER,JCB NK000296 SEAL SET,JCB 4H02302000 HYD BY"
37,GEM/2025/B/6319043,Bio Medical Waste Management S...,110,2025-06-28 13:00,2025-06-30 13:00,Medical Health and Family Welfare Department Uttar Pradesh,"Bio Medical Waste Management Service - Per bed basis - As per Scope Of Work; As per Scope Of Work, "
38,GEM/2025/B/6271669,Bio Medical Waste Management S...,127,2025-06-29 13:00,2025-06-30 13:00,Medical Health and Family Welfare Department Uttar Pradesh,Bio Medical Waste Management Service - Per bed basis - AS PER SCOPE OF WORK; District Hospitals; AS
39,GEM/2025/B/6271547,Bio Medical Waste Management S...,234,2025-06-29 13:00,2025-06-30 13:00,Medical Health and Family Welfare Department Uttar Pradesh,Bio Medical Waste Management Service - Per bed basis - AS PER SCOPE OF WORK; District Hospitals; AS
40,GEM/2025/B/6321756,MS Round Pipe 1.5 inch Iron Pi...,446,2025-06-08 13:17,2025-06-30 14:00,Ministry of Defence Department of Military Affairs,"MS Round Pipe 1.5 inch Iron Pipe,MS Round Pipe 1.25 inch,MS Square Pipe 1 inch x 1 inch,MS Square P"
41,GEM/2025/B/6301636,Carbendazim 50 % WP as per IS ...,7000,2025-06-02 19:45,2025-06-30 14:00,Agriculture Department Uttar Pradesh,Carbendazim 50 % WP as per IS 8446
42,GEM/2025/B/6256768,Angle iron post made of struct...,212221,2025-06-26 13:00,2025-06-30 14:00,Ministry of Defence Department of Military Affairs,Angle iron post made of structure steel angle section grade E 250 Type A of dimensions 65 x65x6mm 4
43,GEM/2025/B/6305277,Bio Medical Waste Management S...,200,2025-06-28 14:00,2025-06-30 14:00,Medical Health and Family Welfare Department Uttar Pradesh,Bio Medical Waste Management Service - Per bed basis - As per Scope of Work; District Hospitals; As
44,GEM/2023/B/3785140,Custom Bid for Services - Equi...,1,2023-08-04 13:49,2025-06-30 15:00,Medical Health and Family Welfare Department Uttar Pradesh,Custom Bid for Services - Equip Install Commission Finance Operate Maintain and Transfer 15 Communi
45,GEM/2025/B/6321335,Bio Medical Waste Management S...,315,2025-06-07 16:58,2025-06-30 15:00,Medical Education Department Uttar Pradesh,"Bio Medical Waste Management Service - Per bed basis - Collection, Lifting, Transportation, Disposa"
46,GEM/2025/B/6321165,Goods Transport Service – Per ...,52,2025-06-17 22:46,2025-06-30 15:00,Ministry of Petroleum and Natural Gas NA,Goods Transport Service – Per Trip based  Service - Steel Pipes 8 inch dia; Flatbed Truck; 40 FT 
47,GEM/2025/B/6288891,Goods Transport Service – Per ...,1,2025-06-23 15:56,2025-06-30 15:00,Ministry of Defence Department of Military Affairs,Goods Transport Service – Per Trip based  Service - Vehicles; SEMI LOW BED TRAILER; 40 FT Truck
48,GEM/2025/B/6263702,Portland - Pozzolana Cement (F...,3000,2025-05-23 11:25,2025-06-30 15:00,Ministry of Power NA,Portland - Pozzolana Cement (Fly Ash Based) for Bulk Buying as per IS 1489 (Part 1)
49,GEM/2025/B/6310907,"Fowler Bed with Mattress,Bed s...",13311,2025-06-05 10:38,2025-06-30 15:00,Ministry of Housing & Urban Affairs (MoHUA) NBCC INDIA LIMITED,"Fowler Bed with Mattress,Bed side Locker,Over Bed Table,Patient Stool,Slaine Stand,Wheel Chair,Inst"
