,BID NO,Items,Quantity,Start Date,End Date,Department Name And Address,new_itm
34,GEM/2025/B/6283266,"ESD Workstaion Table,Table Off...",55,2025-06-28 14:00,2025-06-30 13:00,Ministry of Defence Department of Military Affairs,"ESD Workstaion Table,Table Office Officer,Chair Revolving low back TP,Cair Executive revolving long"
35,GEM/2025/B/6316963,TAILOR CHAIR,60,2025-06-09 17:34,2025-06-30 14:00,Ministry of Defence Department of Defence Production,TAILOR CHAIR
36,GEM/2025/B/6324037,"Centre Table 4 x 2 Feet,Office...",36,2025-06-09 13:27,2025-06-30 14:00,Ministry of Defence Department of Ex-Servicemen Welfare,"Centre Table 4 x 2 Feet,Office Table Iron Frame 5 x 2.5 Feet,Plastic Table,Plastic chair,Lecture St"
37,GEM/2025/B/6333610,Office Chair (V3),14,2025-06-11 16:14,2025-06-30 14:00,Ministry of Railways Indian Railways,Office Chair (V3)
38,GEM/2025/B/6327730,Modular Extendable Conference ...,22,2025-06-17 10:15,2025-06-30 14:00,Ministry of Consumer Affairs Food and Public Distribution Department of Food and Public Distribution,"Modular Extendable Conference Table (V2),Revolving Chair (V4),Office Chair (V3),Computer Table (V2)"
39,GEM/2025/B/6357287,Foldable Wheelchair (Adult),10,2025-06-18 13:04,2025-06-30 14:00,Ministry of Railways Indian Railways,Foldable Wheelchair (Adult)
40,GEM/2025/B/6277854,Trident Middle Main Desk with ...,32,2025-05-28 18:10,2025-06-30 15:00,Ministry of Power POWER GRID Corporation OF INDIA Limited,"Trident Middle Main Desk with ERU,Marvel High Back chair,Marvel Visitor chair,T 22 GGYL 1500mm 600m"
41,GEM/2025/B/6357864,"Executive Table (V3),Executive...",9,2025-06-18 15:04,2025-06-30 15:00,Ministry of Skill Development and Entrepreneurship NA,"Executive Table (V3),Executive Table (V3),Revolving Chair (V4),Revolving Chair (V4),Modular Table /"
42,GEM/2025/B/6365404,Plastic Chairs for General Pur...,300,2025-06-20 14:37,2025-06-30 15:00,Department of Space Department of Space,Plastic Chairs for General Purposes confirming to IS 13713 (V3)
43,GEM/2025/B/6310907,"Fowler Bed with Mattress,Bed s...",13311,2025-06-05 10:38,2025-06-30 15:00,Ministry of Housing & Urban Affairs (MoHUA) NBCC INDIA LIMITED,"Fowler Bed with Mattress,Bed side Locker,Over Bed Table,Patient Stool,Slaine Stand,Wheel Chair,Inst"
44,GEM/2025/B/6330954,Wooden Shelf / Case / Rack / C...,41,2025-06-11 10:01,2025-06-30 15:00,Ministry of Petroleum and Natural Gas INDIAN OIL CORPORATION LIMITED,"Wooden Shelf / Case / Rack / Credenza / Modular Storage (V2),Wooden Shoe Rack,Modular Table / Meeti"
45,GEM/2025/B/6293458,"Chairman Unit,Delegate Unit,Au...",21,2025-05-30 16:49,2025-06-30 15:00,Ministry of External Affairs NA,"Chairman Unit,Delegate Unit,Audio Controller,Wall Mount Speaker,Amplifier,Rack,Cable"
46,GEM/2025/B/6163290,Revolving Chair (V4),8,2025-06-16 18:44,2025-06-30 16:00,PMO Department of Atomic Energy,Revolving Chair (V4)
47,GEM/2025/B/6325829,"Chair (Preschool Kit),Plastic ...",1000,2025-06-12 15:46,2025-06-30 16:00,Women and Child Development Department Chhattisgarh,"Chair (Preschool Kit),Plastic Moulded Table - Preschool Kit"
48,GEM/2025/B/6300682,Double Bed Box Type 6x6 with F...,59,2025-06-14 14:46,2025-06-30 16:00,Hospitality and Protocol Department Jammu and Kashmir,"Double Bed Box Type 6x6 with Front and back Toe Cushioned,Bed Side Table Wooden,Executive Table 5x3"
49,GEM/2025/B/6235210,24B71C007 CHAIR EASY LARGE (N7...,1012,2025-06-09 15:29,2025-06-30 17:00,Ministry of Defence Department of Military Affairs,"24B71C007 CHAIR EASY LARGE (N7105-000041),24B71C007 COMPUTER TABLE 48X30X30"
