,BID NO,Items,Quantity,Start Date,End Date,Department Name And Address,new_itm
13,GEM/2025/B/6305389,"NQ Adopter Coupling,NQ Locking...",720,2025-06-09 17:30,2025-06-30 09:00,Ministry of Coal COAL INDIA LIMITED,"NQ Adopter Coupling,NQ Locking Coupling,NQ Over shot Assembly,NQ Inner Tube Assembly,NQ Wireline Do"
14,GEM/2025/B/6304224,"Hiring Charges Instr,Registrat...",28,2025-06-08 08:47,2025-06-30 09:00,Ministry of Defence Department of Military Affairs,"Hiring Charges Instr,Registration and Certification Charge,Stationary Items,Study materials,Thin Cl"
15,GEM/2025/B/6304021,"Hiring Charges Instr,Registrat...",12,2025-06-08 08:45,2025-06-30 09:00,Ministry of Defence Department of Military Affairs,"Hiring Charges Instr,Registration and Certification Charge,Stationary Items,Study Material and Book"
16,GEM/2025/B/6265800,Portable Fire Extinguishers (V...,12,2025-05-23 10:56,2025-06-30 09:00,Power Development Department Jammu and Kashmir,"Portable Fire Extinguishers (V3) as per BS EN Standards,Portable Fire Extinguishers (V2) as per IS "
17,GEM/2025/B/6307460,Customized AMC/CMC for Pre-own...,3,2025-06-04 11:22,2025-06-30 09:00,PMO Department of Atomic Energy,Customized AMC/CMC for Pre-owned Products - OT Tables; As per product or equipment details attached
18,GEM/2025/B/6170514,Tablet Computer (V2),1,2025-05-16 15:59,2025-06-30 09:00,Ministry of Defence Department of Defence Research & Development,Tablet Computer (V2)
19,GEM/2025/B/6276651,Table Fan / Wall Mount Fan / C...,50,2025-05-28 11:14,2025-06-30 09:00,Ministry of Railways Indian Railways,Table Fan / Wall Mount Fan / Ceiling Mount Fan as per IS 555
20,GEM/2025/B/6325349,TABLET BASED BIOMETRIC ATTENDA...,10,2025-06-10 09:09,2025-06-30 09:00,Ministry of Defence Department of Defence Production,TABLET BASED BIOMETRIC ATTENDANCE SYSTEM (V2) AEBAS INTEGRATED WITH L1 BIOMETRIC IDENTIFICATION
21,GEM/2025/B/6306569,Stable Bleaching Powder (V2) f...,1330,2025-06-03 20:34,2025-06-30 09:00,Urban Development and Environment Department,Stable Bleaching Powder (V2) for Household and Industrial use conforming to IS 1065 (Part 1)
22,GEM/2025/B/6262020,Emergency lighting and accesso...,18,2025-05-28 11:33,2025-06-30 09:00,Ministry of Defence Department of Military Affairs,Emergency lighting and accessories  (Portable Emergency Lighting System Tower type with Battery Ban
23,GEM/2025/B/6380155,Portable Sealed Rechargeable S...,154,2025-06-24 18:50,2025-06-30 09:00,Ministry of Defence Department of Military Affairs,Portable Sealed Rechargeable Single Cells - Nickel - Metal Hydride (Rechargeable Batteries) as per 
24,GEM/2025/B/6280313,Radiofrequency Ablation system...,1,2025-05-27 18:12,2025-06-30 09:00,Ministry of Health and Family Welfare Department of Health and Family Welfare,Radiofrequency Ablation system with Segmental Ablation Technology with portable ultrasound Machine
25,GEM/2025/B/6270358,Exercise Chair Table,2,2025-05-27 18:01,2025-06-30 09:00,Ministry of Health and Family Welfare Department of Health and Family Welfare,Exercise Chair Table
26,GEM/2025/B/6331956,Modular Table / Meeting Table ...,4,2025-06-11 15:20,2025-06-30 09:00,Ministry of Commerce and Industry Department for Promotion of Industry & Internal Trade,Modular Table / Meeting Table / Centre Table (V2)
27,GEM/2025/B/6279074,Tablet Computer (V2),22,2025-05-27 14:44,2025-06-30 09:00,Ministry of Statistics and Programme Implementation National Sample Survey Office (NSSO),Tablet Computer (V2)
28,GEM/2025/B/6153374,PORTABLE SECURITY POSTS,7,2025-06-28 07:00,2025-06-30 09:00,Ministry of Defence Department of Military Affairs,PORTABLE SECURITY POSTS
29,GEM/2025/B/6319999,Emergency lighting and accesso...,4,2025-06-06 19:06,2025-06-30 09:00,Ministry of Defence Department of Military Affairs,Emergency lighting and accessories  (Portable Emergency Lighting System Tower type with Battery Ban
30,GEM/2025/B/6376066,Repair and Overhauling Service...,3,2025-06-27 17:48,2025-06-30 09:00,Ministry of Defence Department of Military Affairs,Repair and Overhauling Service - EXTINGUISHER FIRE TWIN 65 KG CO2 PORTABLE TROLLEY MOUNTED MK-II; E
31,GEM/2025/B/6153374,PORTABLE SECURITY POSTS,7,2025-06-28 07:00,2025-06-30 09:00,Ministry of Defence Department of Military Affairs,PORTABLE SECURITY POSTS
32,GEM/2025/B/6339931,Portable Power Generators,1,2025-06-13 10:29,2025-06-30 09:00,Urban Development Department Uttar Pradesh,Portable Power Generators
33,GEM/2025/B/6301241,ANNUAL MAINTENANCE SERVICES FO...,1,2025-06-05 15:29,2025-06-30 09:00,MPAPMC,ANNUAL MAINTENANCE SERVICES FOR WATER PURIFICATION AND CONDITIONING SYSTEM (Version 2) - Potable wa
34,GEM/2025/B/6298625,Stable Bleaching Powder (V2) f...,50,2025-06-03 09:28,2025-06-30 09:00,Ministry of Home Affairs Central Armed Police Forces,Stable Bleaching Powder (V2) for Treatment of Water Intended for Drinking conforming to IS 1065 (Pa
35,GEM/2025/B/6326182,Steel Shelving Cabinets (Adjus...,465,2025-06-17 13:31,2025-06-30 10:00,Ministry of Defence Department of Military Affairs,"Steel Shelving Cabinets (Adjustable Type) confirming to IS 3312 (V4),Steel Shelving Cabinets (Adjus"
36,GEM/2025/B/6328578,Executive Table (V3),30,2025-06-13 14:29,2025-06-30 10:00,Ministry of Railways Indian Railways,Executive Table (V3)
37,GEM/2025/B/6231632,Emergency lighting and accesso...,5,2025-06-09 14:44,2025-06-30 10:00,Ministry of Defence Department of Military Affairs,Emergency lighting and accessories  (Portable Emergency Lighting System Tower type with Battery Ban
38,GEM/2025/B/6229456,"Smith Machine (Version 2),45 d...",78,2025-06-10 09:56,2025-06-30 10:00,Ministry of Defence Department of Military Affairs,"Smith Machine (Version 2),45 degree Leg Press or Hack Squat Machine,Flat Gym Bench (V2),Multi Adjus"
39,GEM/2025/B/6309688,Inflatable Tent,2,2025-06-09 10:28,2025-06-30 10:00,Ministry of Civil Aviation Airports Authority of India (AAI),Inflatable Tent
40,GEM/2025/B/6229456,"Smith Machine (Version 2),45 d...",78,2025-06-10 09:56,2025-06-30 10:00,Ministry of Defence Department of Military Affairs,"Smith Machine (Version 2),45 degree Leg Press or Hack Squat Machine,Flat Gym Bench (V2),Multi Adjus"
41,GEM/2025/B/6328578,Executive Table (V3),30,2025-06-13 14:29,2025-06-30 10:00,Ministry of Railways Indian Railways,Executive Table (V3)
42,GEM/2025/B/6326182,Steel Shelving Cabinets (Adjus...,465,2025-06-17 13:31,2025-06-30 10:00,Ministry of Defence Department of Military Affairs,"Steel Shelving Cabinets (Adjustable Type) confirming to IS 3312 (V4),Steel Shelving Cabinets (Adjus"
43,GEM/2025/B/6306880,"Sweeping Broom (V3),Sweeping B...",30936,2025-06-20 17:25,2025-06-30 10:00,Ministry of Defence Department of Military Affairs,"Sweeping Broom (V3),Sweeping Broom (V3),Toilet Cleaner Liquid (V2) conforming to IS 7983,Disinfecta"
44,GEM/2025/B/6274401,Dual Chamber Implantable Pacem...,20,2025-05-27 12:30,2025-06-30 10:00,Ministry of Railways Indian Railways,Dual Chamber Implantable Pacemaker
45,GEM/2025/B/6360183,"Table Tennis - Table,Pool & Sn...",3,2025-06-19 17:53,2025-06-30 10:00,Ministry of Defence Department of Defence,"Table Tennis - Table,Pool & Snooker Cue"
46,GEM/2025/B/6364506,Custom Bid for Services - Repa...,1,2025-06-20 08:19,2025-06-30 10:00,Ministry of Defence Department of Defence Production,Custom Bid for Services - Repair and Calibration of Portable Romer Arm Sr No - 7325SEI-6435-UC
47,GEM/2025/B/6364600,W96414907065 DIFFERENTIAL PRES...,1,2025-06-20 09:03,2025-06-30 10:00,Ministry of Heavy Industries and Public Enterprises Department of Heavy Industry,"W96414907065 DIFFERENTIAL PRESSURE SWITCH FOR DUPLEX OIL FILTER MAKE BOLL & KIRCH, SUTABLE FOR FILT"
48,GEM/2025/B/6359743,Metal Shelving Racks (Adjustab...,30,2025-06-18 21:23,2025-06-30 10:00,Ministry of Finance Department of Financial Services,Metal Shelving Racks (Adjustable Type) confirming to IS 1883 (V2)
49,GEM/2025/B/6360077,Metoprolol Tablet,300000,2025-06-19 09:15,2025-06-30 10:00,Ministry of Heavy Industries and Public Enterprises Department of Heavy Industry,Metoprolol Tablet
